epoch,train_loss,val_loss,train_acc,val_acc
1,4.569901491842639,4.666964024342539,0.02857142857142857,0.0
2,3.5630186199222273,4.529892849935799,0.11071428571428571,0.014285714285714285
3,2.724879328572289,4.42736455532146,0.33214285714285713,0.02857142857142857
4,2.0592842609273663,4.347207501042287,0.6,0.05714285714285714
5,1.5522001090870845,4.280941144687615,0.8214285714285714,0.05714285714285714
6,1.1782771897541118,4.228991235724545,0.925,0.05714285714285714
7,0.908340389167045,4.187127320097746,0.9714285714285714,0.05714285714285714
8,0.7171866899993447,4.153136624989741,0.9964285714285714,0.05714285714285714
9,0.579722446832679,4.125184762808588,0.9964285714285714,0.05714285714285714
10,0.4797045088428503,4.1012676519559985,1.0,0.08571428571428572
11,0.4054325301515964,4.081496888336451,1.0,0.08571428571428572
12,0.3490428281488788,4.063636332850787,1.0,0.08571428571428572
13,0.30529388840385835,4.048006361627985,1.0,0.1
14,0.2705421475794694,4.034113132916729,1.0,0.1
15,0.2424968818135309,4.021214811260107,1.0,0.11428571428571428
16,0.21941253976053393,4.010230852551542,1.0,0.11428571428571428
17,0.2001536698594328,3.9996765036148743,1.0,0.11428571428571428
18,0.1838930860058572,3.989329523886008,1.0,0.11428571428571428
19,0.16998844571814548,3.980182422678432,1.0,0.11428571428571428
20,0.15801403257876698,3.9720631816235197,1.0,0.11428571428571428
21,0.14757139008868683,3.9640875318262294,1.0,0.11428571428571428
22,0.13842598846391074,3.95660833564043,1.0,0.11428571428571428
23,0.1303373214269416,3.949676858655169,1.0,0.11428571428571428
24,0.12311255005710621,3.9433109469244543,1.0,0.11428571428571428
25,0.11665309504895731,3.9368965825244757,1.0,0.11428571428571428
26,0.11084030694602048,3.931081235970386,1.0,0.11428571428571428
27,0.10556957803593846,3.9256037304719866,1.0,0.11428571428571428
28,0.10076985886924787,3.920286364155789,1.0,0.1
29,0.09639357966932487,3.9152761124863793,1.0,0.1
30,0.09237512413058604,3.910565335520768,1.0,0.11428571428571428
31,0.08868299170561247,3.9059403666367487,1.0,0.11428571428571428
32,0.08528032585232861,3.9015304758050084,1.0,0.11428571428571428
33,0.0821231521662293,3.8973265978023637,1.0,0.11428571428571428
34,0.0791963464658968,3.893199892701397,1.0,0.11428571428571428
35,0.07647276584884136,3.8891484100326443,1.0,0.11428571428571428
36,0.07393187998902405,3.8851218212682697,1.0,0.11428571428571428
37,0.07155642193703522,3.8815366566664684,1.0,0.11428571428571428
38,0.06932277840303525,3.877925884847936,1.0,0.11428571428571428
39,0.06722128364442904,3.874530308858067,1.0,0.11428571428571428
40,0.06524967778685806,3.871087905155551,1.0,0.11428571428571428
41,0.0633910661565623,3.8680263468991516,1.0,0.11428571428571428
42,0.06163500470216055,3.864665189048613,1.0,0.11428571428571428
43,0.05997199562166785,3.8614754935921187,1.0,0.11428571428571428
44,0.05839882561429786,3.8585774473486953,1.0,0.11428571428571428
45,0.05690714612073744,3.855671563300364,1.0,0.11428571428571428
46,0.05548695038970138,3.8527475031537204,1.0,0.11428571428571428
47,0.0541371792983793,3.8499455618812437,1.0,0.11428571428571428
48,0.05285153405610941,3.8472340076674176,1.0,0.11428571428571428
49,0.05162787993503033,3.844731319556201,1.0,0.11428571428571428
50,0.050460059101936384,3.842094452635322,1.0,0.11428571428571428
51,0.0493446870208169,3.8395405620941445,1.0,0.11428571428571428
52,0.04827865295097747,3.8370878275416844,1.0,0.11428571428571428
53,0.047256991994908834,3.834788024673231,1.0,0.11428571428571428
54,0.046278547260715244,3.832408158855442,1.0,0.11428571428571428
55,0.04534085976225307,3.8300874188419236,1.0,0.11428571428571428
56,0.044441057882791235,3.8278453123006173,1.0,0.11428571428571428
57,0.04357772591079572,3.8256172758559477,1.0,0.11428571428571428
58,0.04274746575612834,3.8234033441485127,1.0,0.11428571428571428
59,0.04194778311427031,3.821303550307642,1.0,0.11428571428571428
60,0.041178736642247075,3.8192175421647154,1.0,0.11428571428571428
61,0.04043844177969637,3.817143866863874,1.0,0.11428571428571428
62,0.0397224897533751,3.8151797890067947,1.0,0.11428571428571428
63,0.03903304012483957,3.8131608513417143,1.0,0.11428571428571428
64,0.03836698093842716,3.8112834066349577,1.0,0.11428571428571428
65,0.037723472904973986,3.809328304047297,1.0,0.12857142857142856
66,0.03710149581472738,3.8074884934370696,1.0,0.12857142857142856
67,0.0365004150957431,3.8055634594536336,1.0,0.12857142857142856
68,0.0359184997729585,3.8038052980573527,1.0,0.12857142857142856
69,0.03535532637235606,3.8020487780383454,1.0,0.12857142857142856
70,0.03480875576860326,3.8003455295827604,1.0,0.12857142857142856
71,0.03427934658841084,3.798671854212564,1.0,0.12857142857142856
72,0.03376560275928879,3.7969249228651036,1.0,0.12857142857142856
73,0.03326616724027658,3.7952693448470223,1.0,0.12857142857142856
74,0.03278276432842171,3.7936577375938825,1.0,0.12857142857142856
75,0.03231313460984106,3.7920528946116545,1.0,0.12857142857142856
76,0.03185661283896143,3.790422392368839,1.0,0.12857142857142856
77,0.0314133512902131,3.7889587268486618,1.0,0.12857142857142856
78,0.030981769275722795,3.7874623231835405,1.0,0.12857142857142856
79,0.0305619749156004,3.7860206856967005,1.0,0.12857142857142856
