epoch,train_loss,val_loss,train_acc,val_acc
80,0.030153250424226324,3.7845052399177947,1.0,0.12857142857142856
81,0.029755486086025875,3.7830423521856793,1.0,0.12857142857142856
82,0.029368654523065318,3.7815865955843915,1.0,0.12857142857142856
83,0.028991287064878954,3.7801580617948436,1.0,0.12857142857142856
84,0.02862392338608328,3.7786949355922674,1.0,0.12857142857142856
85,0.02826516127669708,3.777352452110566,1.0,0.12857142857142856
86,0.02791521568293706,3.775952369820556,1.0,0.12857142857142856
87,0.027573775423491344,3.7746093701694794,1.0,0.12857142857142856
88,0.027241004143043607,3.773357150744625,1.0,0.12857142857142856
89,0.02691639428848991,3.7719683877178642,1.0,0.12857142857142856
90,0.026599242857402672,3.770693063951283,1.0,0.12857142857142856
91,0.026289968797527968,3.7693813261770304,1.0,0.12857142857142856
92,0.025987645360435113,3.7681226299138895,1.0,0.12857142857142856
93,0.025691894433489012,3.766844387451214,1.0,0.12857142857142856
94,0.02540306987118452,3.765653273975928,1.0,0.12857142857142856
95,0.02512045531581106,3.76441263893069,1.0,0.12857142857142856
96,0.024844322871196235,3.763213362151037,1.0,0.12857142857142856
97,0.02457382188081928,3.761961179142537,1.0,0.12857142857142856
98,0.024309835808368308,3.7607636738357346,1.0,0.12857142857142856
99,0.024051341425207203,3.7595929976239137,1.0,0.12857142857142856
100,0.02379813944097998,3.758411339289886,1.0,0.12857142857142856
